id,invoiceNumber,shopCode,customerId,customerName,items,subtotalPKR,discountPKR,taxPKR,grandTotalPKR,paymentStatus,paymentMethod,cashierName,timestamp,date,createdAt
"sale_ve8ebr773","INV-BR-02-01034","BR-02","null","Walk-in Customer","[{""itemId"":""inv_bz0obejcg"",""sku"":""GRO-RICE-5KG"",""name"":""Rice (5kg)"",""quantity"":2,""unitCostPKR"":1200,""unitRetailPKR"":1600,""discountPKR"":0,""totalPKR"":3200},{""itemId"":""inv_b4vrl0utf"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":2,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":2200},{""itemId"":""inv_ybky8kivg"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":2,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":9800},{""itemId"":""inv_mscv3c1mh"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":3,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":360},{""itemId"":""inv_z5gh463ko"",""sku"":""PER-FACEWASH"",""name"":""Face Wash (100ml)"",""quantity"":2,""unitCostPKR"":250,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":720}]","16280","0","0","16280","unpaid","credit","Sana","2026-08-06T04:06:54.265Z","2026-08-06T04:06:54.265Z","2026-08-06T04:06:54.265Z"
"sale_t6qdeyw3g","INV-MAIN-01084","MAIN","null","Walk-in Customer","[{""itemId"":""inv_oderuqzm9"",""sku"":""GRO-SUGAR-1KG"",""name"":""Sugar (1kg)"",""quantity"":1,""unitCostPKR"":140,""unitRetailPKR"":175,""discountPKR"":0,""totalPKR"":175},{""itemId"":""inv_x2dv8m15e"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":4,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":880},{""itemId"":""inv_lnj298yre"",""sku"":""ELE-USB-32GB"",""name"":""USB Flash Drive 32GB"",""quantity"":2,""unitCostPKR"":800,""unitRetailPKR"":1300,""discountPKR"":0,""totalPKR"":2600},{""itemId"":""inv_79x52rwly"",""sku"":""GRO-RICE-5KG"",""name"":""Rice (5kg)"",""quantity"":1,""unitCostPKR"":1200,""unitRetailPKR"":1600,""discountPKR"":0,""totalPKR"":1600},{""itemId"":""inv_wo440uxey"",""sku"":""BEV-WATER-1.5L"",""name"":""Mineral Water (1.5L)"",""quantity"":2,""unitCostPKR"":80,""unitRetailPKR"":110,""discountPKR"":0,""totalPKR"":220},{""itemId"":""inv_o73bcwctf"",""sku"":""ELE-EARBUDS"",""name"":""Wireless Earbuds"",""quantity"":1,""unitCostPKR"":1500,""unitRetailPKR"":2700,""discountPKR"":0,""totalPKR"":2700}]","8175","0","0","8175","paid","card","Sana","2026-08-06T03:49:47.266Z","2026-08-06T03:49:47.266Z","2026-08-06T03:49:47.266Z"
"sale_4khecwcpw","INV-BR-02-01121","BR-02","null","Walk-in Customer","[{""itemId"":""inv_hjexzzjx1"",""sku"":""GRO-BISCUIT-FAM"",""name"":""Biscuits (Family Pack)"",""quantity"":1,""unitCostPKR"":100,""unitRetailPKR"":135,""discountPKR"":0,""totalPKR"":135},{""itemId"":""inv_z5gh463ko"",""sku"":""PER-FACEWASH"",""name"":""Face Wash (100ml)"",""quantity"":3,""unitCostPKR"":250,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1080},{""itemId"":""inv_hwjzj4fwg"",""sku"":""BEV-ENERGY-250ML"",""name"":""Energy Drink (250ml)"",""quantity"":1,""unitCostPKR"":200,""unitRetailPKR"":280,""discountPKR"":0,""totalPKR"":280},{""itemId"":""inv_xljkx7ymw"",""sku"":""GRO-TEA-900G"",""name"":""Tea (900g)"",""quantity"":2,""unitCostPKR"":1300,""unitRetailPKR"":1700,""discountPKR"":0,""totalPKR"":3400},{""itemId"":""inv_hjexzzjx1"",""sku"":""GRO-BISCUIT-FAM"",""name"":""Biscuits (Family Pack)"",""quantity"":1,""unitCostPKR"":100,""unitRetailPKR"":135,""discountPKR"":0,""totalPKR"":135},{""itemId"":""inv_khr0aa4k2"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":2,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":3600}]","8630","0","0","8630","partial","card","Sana","2026-08-06T03:18:59.267Z","2026-08-06T03:18:59.267Z","2026-08-06T03:18:59.267Z"
"sale_y0nn17ziq","INV-BR-02-01033","BR-02","null","Walk-in Customer","[{""itemId"":""inv_c3opdjxde"",""sku"":""GRO-OIL-1L"",""name"":""Cooking Oil (1L)"",""quantity"":3,""unitCostPKR"":450,""unitRetailPKR"":580,""discountPKR"":0,""totalPKR"":1740},{""itemId"":""inv_ddhuhe1as"",""sku"":""BEV-JUICE-1L"",""name"":""Mango Juice (1L)"",""quantity"":2,""unitCostPKR"":200,""unitRetailPKR"":270,""discountPKR"":0,""totalPKR"":540},{""itemId"":""inv_sq4b2e9ff"",""sku"":""GRO-MILK-1L"",""name"":""Milk Pack (1L)"",""quantity"":4,""unitCostPKR"":250,""unitRetailPKR"":310,""discountPKR"":0,""totalPKR"":1240},{""itemId"":""inv_b4vrl0utf"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":1,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":1100}]","4620","0","0","4620","paid","cash","Usman","2026-08-06T03:15:01.265Z","2026-08-06T03:15:01.265Z","2026-08-06T03:15:01.265Z"
"sale_552aigcpx","INV-BR-03-01239","BR-03","null","Walk-in Customer","[{""itemId"":""inv_oddsgnftg"",""sku"":""BEV-WATER-1.5L"",""name"":""Mineral Water (1.5L)"",""quantity"":2,""unitCostPKR"":80,""unitRetailPKR"":110,""discountPKR"":0,""totalPKR"":220},{""itemId"":""inv_cjilarfpj"",""sku"":""GRO-OIL-1L"",""name"":""Cooking Oil (1L)"",""quantity"":4,""unitCostPKR"":450,""unitRetailPKR"":580,""discountPKR"":0,""totalPKR"":2320},{""itemId"":""inv_5v999zflm"",""sku"":""BEV-CHOC-BAR"",""name"":""Chocolate Bar (50g)"",""quantity"":4,""unitCostPKR"":90,""unitRetailPKR"":130,""discountPKR"":0,""totalPKR"":520},{""itemId"":""inv_cldubxem5"",""sku"":""GRO-SUGAR-1KG"",""name"":""Sugar (1kg)"",""quantity"":3,""unitCostPKR"":140,""unitRetailPKR"":175,""discountPKR"":0,""totalPKR"":525}]","3585","0","0","3585","paid","easypaisa","Zainab","2026-08-05T14:40:43.272Z","2026-08-05T14:40:43.272Z","2026-08-05T14:40:43.272Z"
"sale_dv6fqzkpi","INV-MAIN-01302","MAIN","null","Walk-in Customer","[{""itemId"":""inv_ercwcfc3x"",""sku"":""PER-DETERGENT-1KG"",""name"":""Laundry Detergent (1kg)"",""quantity"":3,""unitCostPKR"":400,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":1650},{""itemId"":""inv_2b57qcgut"",""sku"":""GRO-BISCUIT-FAM"",""name"":""Biscuits (Family Pack)"",""quantity"":2,""unitCostPKR"":100,""unitRetailPKR"":135,""discountPKR"":0,""totalPKR"":270},{""itemId"":""inv_5t60tf453"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":4,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":1000},{""itemId"":""inv_o73bcwctf"",""sku"":""ELE-EARBUDS"",""name"":""Wireless Earbuds"",""quantity"":3,""unitCostPKR"":1500,""unitRetailPKR"":2700,""discountPKR"":0,""totalPKR"":8100},{""itemId"":""inv_0c4sg860u"",""sku"":""PER-SHAMPOO-200ML"",""name"":""Shampoo (200ml)"",""quantity"":4,""unitCostPKR"":350,""unitRetailPKR"":480,""discountPKR"":0,""totalPKR"":1920}]","12940","0","0","12940","paid","easypaisa","Bilal","2026-08-05T14:02:23.277Z","2026-08-05T14:02:23.277Z","2026-08-05T14:02:23.277Z"
"sale_f1b1rnr8s","INV-BR-02-01311","BR-02","null","Walk-in Customer","[{""itemId"":""inv_ybky8kivg"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":2,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":9800},{""itemId"":""inv_ybky8kivg"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":2,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":9800},{""itemId"":""inv_sq4b2e9ff"",""sku"":""GRO-MILK-1L"",""name"":""Milk Pack (1L)"",""quantity"":2,""unitCostPKR"":250,""unitRetailPKR"":310,""discountPKR"":0,""totalPKR"":620}]","20220","0","0","20220","paid","easypaisa","Sana","2026-08-05T12:32:07.277Z","2026-08-05T12:32:07.277Z","2026-08-05T12:32:07.277Z"
"sale_ehq1d16wz","INV-BR-02-01154","BR-02","null","Walk-in Customer","[{""itemId"":""inv_6jg7oltpb"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":4,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":880},{""itemId"":""inv_gvrza2ijm"",""sku"":""PER-SHAMPOO-200ML"",""name"":""Shampoo (200ml)"",""quantity"":1,""unitCostPKR"":350,""unitRetailPKR"":480,""discountPKR"":0,""totalPKR"":480},{""itemId"":""inv_fidavvjvt"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":4,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":1000},{""itemId"":""inv_ytzoevyrc"",""sku"":""BEV-WATER-1.5L"",""name"":""Mineral Water (1.5L)"",""quantity"":1,""unitCostPKR"":80,""unitRetailPKR"":110,""discountPKR"":0,""totalPKR"":110}]","2470","0","0","2470","unpaid","credit","Ahmed","2026-08-05T11:47:42.270Z","2026-08-05T11:47:42.270Z","2026-08-05T11:47:42.270Z"
"sale_r2yu47kzn","INV-BR-02-01299","BR-02","cust_h1ptygewf","Zeeshan Khan","[{""itemId"":""inv_hwjzj4fwg"",""sku"":""BEV-ENERGY-250ML"",""name"":""Energy Drink (250ml)"",""quantity"":1,""unitCostPKR"":200,""unitRetailPKR"":280,""discountPKR"":0,""totalPKR"":280},{""itemId"":""inv_uw7gsp6ke"",""sku"":""BEV-CHIPS-L"",""name"":""Potato Chips (Large)"",""quantity"":2,""unitCostPKR"":80,""unitRetailPKR"":115,""discountPKR"":0,""totalPKR"":230},{""itemId"":""inv_mscv3c1mh"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":4,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":480}]","990","0","0","990","unpaid","credit","Sana","2026-08-05T10:56:12.277Z","2026-08-05T10:56:12.277Z","2026-08-05T10:56:12.277Z"
"sale_k8y8cg2ew","INV-BR-02-01114","BR-02","null","Walk-in Customer","[{""itemId"":""inv_b4vrl0utf"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":1,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":1100},{""itemId"":""inv_sq4b2e9ff"",""sku"":""GRO-MILK-1L"",""name"":""Milk Pack (1L)"",""quantity"":2,""unitCostPKR"":250,""unitRetailPKR"":310,""discountPKR"":0,""totalPKR"":620},{""itemId"":""inv_uw7gsp6ke"",""sku"":""BEV-CHIPS-L"",""name"":""Potato Chips (Large)"",""quantity"":1,""unitCostPKR"":80,""unitRetailPKR"":115,""discountPKR"":0,""totalPKR"":115},{""itemId"":""inv_c4xeftub3"",""sku"":""BEV-COLA-1.5L"",""name"":""Cola Soft Drink (1.5L)"",""quantity"":2,""unitCostPKR"":150,""unitRetailPKR"":200,""discountPKR"":0,""totalPKR"":400},{""itemId"":""inv_qdga38wvk"",""sku"":""ELE-CABLE-C"",""name"":""Type-C Charging Cable"",""quantity"":2,""unitCostPKR"":300,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":1100}]","3335","0","0","3335","paid","easypaisa","Ali","2026-08-05T10:48:01.267Z","2026-08-05T10:48:01.267Z","2026-08-05T10:48:01.267Z"
"sale_ot6e2eero","INV-BR-03-01029","BR-03","null","Walk-in Customer","[{""itemId"":""inv_wlkp5t9a5"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":1,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":120},{""itemId"":""inv_xyvolkp9x"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":1,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":220},{""itemId"":""inv_308ev2uws"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":4,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":1000}]","1340","251","0","1089","paid","bank","Fahad","2026-08-05T10:43:25.265Z","2026-08-05T10:43:25.265Z","2026-08-05T10:43:25.265Z"
"sale_wlgzth5ts","INV-BR-02-01113","BR-02","null","Walk-in Customer","[{""itemId"":""inv_khr0aa4k2"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":2,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":3600},{""itemId"":""inv_c3opdjxde"",""sku"":""GRO-OIL-1L"",""name"":""Cooking Oil (1L)"",""quantity"":2,""unitCostPKR"":450,""unitRetailPKR"":580,""discountPKR"":0,""totalPKR"":1160},{""itemId"":""inv_xljkx7ymw"",""sku"":""GRO-TEA-900G"",""name"":""Tea (900g)"",""quantity"":2,""unitCostPKR"":1300,""unitRetailPKR"":1700,""discountPKR"":0,""totalPKR"":3400},{""itemId"":""inv_znl7k0j2v"",""sku"":""GRO-LENTIL-1KG"",""name"":""Daal Chana (1kg)"",""quantity"":3,""unitCostPKR"":280,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1080},{""itemId"":""inv_znl7k0j2v"",""sku"":""GRO-LENTIL-1KG"",""name"":""Daal Chana (1kg)"",""quantity"":1,""unitCostPKR"":280,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":360}]","9600","0","0","9600","unpaid","credit","Ayesha","2026-08-05T09:36:06.267Z","2026-08-05T09:36:06.267Z","2026-08-05T09:36:06.267Z"
"sale_h4tg3lrzg","INV-BR-02-01015","BR-02","null","Walk-in Customer","[{""itemId"":""inv_5ik6k21w1"",""sku"":""ELE-USB-32GB"",""name"":""USB Flash Drive 32GB"",""quantity"":3,""unitCostPKR"":800,""unitRetailPKR"":1300,""discountPKR"":0,""totalPKR"":3900},{""itemId"":""inv_gvrza2ijm"",""sku"":""PER-SHAMPOO-200ML"",""name"":""Shampoo (200ml)"",""quantity"":4,""unitCostPKR"":350,""unitRetailPKR"":480,""discountPKR"":0,""totalPKR"":1920},{""itemId"":""inv_xljkx7ymw"",""sku"":""GRO-TEA-900G"",""name"":""Tea (900g)"",""quantity"":3,""unitCostPKR"":1300,""unitRetailPKR"":1700,""discountPKR"":0,""totalPKR"":5100},{""itemId"":""inv_fidavvjvt"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":3,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":750}]","11670","0","0","11670","paid","cash","Ahmed","2026-08-05T09:31:04.264Z","2026-08-05T09:31:04.264Z","2026-08-05T09:31:04.264Z"
"sale_oqooa3sfn","INV-MAIN-01300","MAIN","null","Walk-in Customer","[{""itemId"":""inv_oeinh5eom"",""sku"":""BEV-JUICE-1L"",""name"":""Mango Juice (1L)"",""quantity"":3,""unitCostPKR"":200,""unitRetailPKR"":270,""discountPKR"":0,""totalPKR"":810},{""itemId"":""inv_os93vdbj8"",""sku"":""GRO-OIL-1L"",""name"":""Cooking Oil (1L)"",""quantity"":2,""unitCostPKR"":450,""unitRetailPKR"":580,""discountPKR"":0,""totalPKR"":1160}]","1970","298","0","1672","paid","card","Ayesha","2026-08-05T09:12:05.277Z","2026-08-05T09:12:05.277Z","2026-08-05T09:12:05.277Z"
"sale_g9qdo5b4x","INV-BR-03-01243","BR-03","cust_2l0tyt63r","Zainab Ahmed","[{""itemId"":""inv_c6z8kuvgi"",""sku"":""PER-SHAMPOO-200ML"",""name"":""Shampoo (200ml)"",""quantity"":2,""unitCostPKR"":350,""unitRetailPKR"":480,""discountPKR"":0,""totalPKR"":960},{""itemId"":""inv_jh6nxgkwf"",""sku"":""GRO-LENTIL-1KG"",""name"":""Daal Chana (1kg)"",""quantity"":4,""unitCostPKR"":280,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1440},{""itemId"":""inv_vq8fxigci"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":4,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":4400},{""itemId"":""inv_m8mcvinfd"",""sku"":""PER-DETERGENT-1KG"",""name"":""Laundry Detergent (1kg)"",""quantity"":4,""unitCostPKR"":400,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":2200},{""itemId"":""inv_cldubxem5"",""sku"":""GRO-SUGAR-1KG"",""name"":""Sugar (1kg)"",""quantity"":3,""unitCostPKR"":140,""unitRetailPKR"":175,""discountPKR"":0,""totalPKR"":525},{""itemId"":""inv_88rzyv3j2"",""sku"":""GRO-MILK-1L"",""name"":""Milk Pack (1L)"",""quantity"":4,""unitCostPKR"":250,""unitRetailPKR"":310,""discountPKR"":0,""totalPKR"":1240}]","10765","0","0","10765","paid","cash","Fatima","2026-08-05T07:55:25.272Z","2026-08-05T07:55:25.272Z","2026-08-05T07:55:25.272Z"
"sale_k1bz3d73c","INV-MAIN-01288","MAIN","null","Walk-in Customer","[{""itemId"":""inv_uzbdu5m4b"",""sku"":""GRO-LENTIL-1KG"",""name"":""Daal Chana (1kg)"",""quantity"":3,""unitCostPKR"":280,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1080},{""itemId"":""inv_5t60tf453"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":1,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":250},{""itemId"":""inv_b11ytz7mb"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":3,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":3300},{""itemId"":""inv_wo440uxey"",""sku"":""BEV-WATER-1.5L"",""name"":""Mineral Water (1.5L)"",""quantity"":3,""unitCostPKR"":80,""unitRetailPKR"":110,""discountPKR"":0,""totalPKR"":330}]","4960","0","0","4960","paid","bank","Ahmed","2026-08-05T06:09:51.277Z","2026-08-05T06:09:51.277Z","2026-08-05T06:09:51.277Z"
"sale_zwdf0zn2p","INV-MAIN-01192","MAIN","null","Walk-in Customer","[{""itemId"":""inv_x2dv8m15e"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":4,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":880},{""itemId"":""inv_yvfurzi1f"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":2,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":3600},{""itemId"":""inv_wbtqdpayd"",""sku"":""BEV-ENERGY-250ML"",""name"":""Energy Drink (250ml)"",""quantity"":3,""unitCostPKR"":200,""unitRetailPKR"":280,""discountPKR"":0,""totalPKR"":840},{""itemId"":""inv_b11ytz7mb"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":3,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":3300},{""itemId"":""inv_o73bcwctf"",""sku"":""ELE-EARBUDS"",""name"":""Wireless Earbuds"",""quantity"":2,""unitCostPKR"":1500,""unitRetailPKR"":2700,""discountPKR"":0,""totalPKR"":5400},{""itemId"":""inv_ercwcfc3x"",""sku"":""PER-DETERGENT-1KG"",""name"":""Laundry Detergent (1kg)"",""quantity"":2,""unitCostPKR"":400,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":1100}]","15120","0","0","15120","paid","bank","Zainab","2026-08-05T05:52:04.271Z","2026-08-05T05:52:04.271Z","2026-08-05T05:52:04.271Z"
"sale_sg8ve3m21","INV-MAIN-01097","MAIN","null","Walk-in Customer","[{""itemId"":""inv_lnj298yre"",""sku"":""ELE-USB-32GB"",""name"":""USB Flash Drive 32GB"",""quantity"":2,""unitCostPKR"":800,""unitRetailPKR"":1300,""discountPKR"":0,""totalPKR"":2600},{""itemId"":""inv_x2dv8m15e"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":1,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":220},{""itemId"":""inv_oeinh5eom"",""sku"":""BEV-JUICE-1L"",""name"":""Mango Juice (1L)"",""quantity"":1,""unitCostPKR"":200,""unitRetailPKR"":270,""discountPKR"":0,""totalPKR"":270},{""itemId"":""inv_vm6nkodiv"",""sku"":""GRO-TEA-900G"",""name"":""Tea (900g)"",""quantity"":2,""unitCostPKR"":1300,""unitRetailPKR"":1700,""discountPKR"":0,""totalPKR"":3400},{""itemId"":""inv_5t60tf453"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":1,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":250}]","6740","0","0","6740","paid","cash","Sana","2026-08-05T05:41:39.266Z","2026-08-05T05:41:39.266Z","2026-08-05T05:41:39.266Z"
"sale_wcyxvutpw","INV-BR-03-01209","BR-03","null","Walk-in Customer","[{""itemId"":""inv_xlpeh6yb8"",""sku"":""ELE-CABLE-C"",""name"":""Type-C Charging Cable"",""quantity"":4,""unitCostPKR"":300,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":2200},{""itemId"":""inv_jh6nxgkwf"",""sku"":""GRO-LENTIL-1KG"",""name"":""Daal Chana (1kg)"",""quantity"":3,""unitCostPKR"":280,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1080},{""itemId"":""inv_gat8o1idk"",""sku"":""GRO-TEA-900G"",""name"":""Tea (900g)"",""quantity"":1,""unitCostPKR"":1300,""unitRetailPKR"":1700,""discountPKR"":0,""totalPKR"":1700},{""itemId"":""inv_5v999zflm"",""sku"":""BEV-CHOC-BAR"",""name"":""Chocolate Bar (50g)"",""quantity"":2,""unitCostPKR"":90,""unitRetailPKR"":130,""discountPKR"":0,""totalPKR"":260}]","5240","0","0","5240","paid","bank","Ayesha","2026-08-05T05:27:32.272Z","2026-08-05T05:27:32.272Z","2026-08-05T05:27:32.272Z"
"sale_zzwd48xjj","INV-BR-03-01222","BR-03","null","Walk-in Customer","[{""itemId"":""inv_02t3q2dy8"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":1,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":1800},{""itemId"":""inv_02t3q2dy8"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":4,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":7200}]","9000","0","0","9000","paid","card","Ahmed","2026-08-05T05:19:26.272Z","2026-08-05T05:19:26.272Z","2026-08-05T05:19:26.272Z"
"sale_0vbdtfhee","INV-BR-03-01126","BR-03","null","Walk-in Customer","[{""itemId"":""inv_vq8fxigci"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":4,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":4400},{""itemId"":""inv_4cnzvgf66"",""sku"":""GRO-RICE-5KG"",""name"":""Rice (5kg)"",""quantity"":1,""unitCostPKR"":1200,""unitRetailPKR"":1600,""discountPKR"":0,""totalPKR"":1600},{""itemId"":""inv_88rzyv3j2"",""sku"":""GRO-MILK-1L"",""name"":""Milk Pack (1L)"",""quantity"":4,""unitCostPKR"":250,""unitRetailPKR"":310,""discountPKR"":0,""totalPKR"":1240},{""itemId"":""inv_hikai5yf2"",""sku"":""BEV-COLA-1.5L"",""name"":""Cola Soft Drink (1.5L)"",""quantity"":3,""unitCostPKR"":150,""unitRetailPKR"":200,""discountPKR"":0,""totalPKR"":600},{""itemId"":""inv_ed4vcngtw"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":2,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":9800},{""itemId"":""inv_308ev2uws"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":2,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":500}]","18140","0","0","18140","paid","cash","Fahad","2026-08-04T16:22:02.267Z","2026-08-04T16:22:02.267Z","2026-08-04T16:22:02.267Z"
"sale_p8dq20qy6","INV-BR-03-01125","BR-03","null","Walk-in Customer","[{""itemId"":""inv_4cnzvgf66"",""sku"":""GRO-RICE-5KG"",""name"":""Rice (5kg)"",""quantity"":4,""unitCostPKR"":1200,""unitRetailPKR"":1600,""discountPKR"":0,""totalPKR"":6400},{""itemId"":""inv_xlpeh6yb8"",""sku"":""ELE-CABLE-C"",""name"":""Type-C Charging Cable"",""quantity"":1,""unitCostPKR"":300,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":550},{""itemId"":""inv_ed4vcngtw"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":2,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":9800},{""itemId"":""inv_4cnzvgf66"",""sku"":""GRO-RICE-5KG"",""name"":""Rice (5kg)"",""quantity"":1,""unitCostPKR"":1200,""unitRetailPKR"":1600,""discountPKR"":0,""totalPKR"":1600},{""itemId"":""inv_oddsgnftg"",""sku"":""BEV-WATER-1.5L"",""name"":""Mineral Water (1.5L)"",""quantity"":4,""unitCostPKR"":80,""unitRetailPKR"":110,""discountPKR"":0,""totalPKR"":440}]","18790","0","0","18790","partial","card","Kiran","2026-08-04T15:07:22.267Z","2026-08-04T15:07:22.267Z","2026-08-04T15:07:22.267Z"
